id	ATC	Laboratorio	Forma	Nombre local	País	generic_name	Vía	commercial_name	presentation
671	H02AB09	['DRAWER S.A.']	['polvo para solución inyectable']	HIDROCORTISONA DRAWER 500 mg Polvo para sol. iny.	['Argentina']	Hidrocortisona	['intramuscular']	HIDROCORTISONA DRAWER	500 mg Polvo para sol. iny.
672	L04AB01	['PFIZER S.R.L.']	['solución inyectable en jeringa precargada']	ENBREL 50 mg/1 ml Sol. iny. en jeringa precargada	['Argentina']	Etanercept	['subcutánea']	ENBREL	50 mg/1 ml Sol. iny. en jeringa precargada
673	A10BA02	['GADOR S.A.']	['comprimido de liberación modificada']	DIABESIL AP 1000 1000 mg Comp. LM	['Argentina']	Metformina	['oral']	DIABESIL AP	1000 1000 mg Comp. LM
674	D07AD01	['GSK BIOPHARMA ARGENTINA S.A.']	['loción capilar']	DERMADEX CAPILAR 0,05 g/100 g Loción capilar	['Argentina']	Clobetasol	['cutáneo']	DERMADEX	CAPILAR 0,05 g/100 g Loción capilar
675	C07AG02	['GEMINIS FARMACEUTICA S.A.']	['comprimido']	CARVICORD 25 mg Comp.	['Argentina']	Carvedilol	['oral']	CARVICORD	25 mg Comp.
676	D04AB P1	['GRAMON MILLET S.A.']	['spray']	MERTHIOLATE ANESTESICO 0,13 g/2,5 g/100 ml Spray	['Argentina']	Lidocaína + benzalconio cloruro	['cutáneo']	MERTHIOLATE ANESTESICO	0,13 g/2,5 g/100 ml Spray
677	N02BE01	['SAVANT PHARM S.A.']	['comprimido']	FIEBROLEX 1 g Comp.	['Argentina']	Paracetamol	['oral']	FIEBROLEX	1 g Comp.
678	C09BB13	['LABORATORIOS CASASCO S.A.I.C.']	['cápsula dura']	PELMEC DUO 2,5 mg/10 mg Cáps. dura	['Argentina']	Benazepril y amlodipino	['oral']	PELMEC DUO	2,5 mg/10 mg Cáps. dura
679	P01CA02	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido']	ABARAX 50 mg Comp.	['Argentina']	Benznidazol	['oral']	ABARAX	50 mg Comp.
680	R03BA02	['LABORATORIO PABLO CASSARA S.R.L.']	['solución para pulverización']	RINO-B NEBU 100 mg/100 ml Sol. para nebulización	['Argentina']	Budesónida inhalatoria	['inhalatoria']	RINO-B NEBU	100 mg/100 ml Sol. para nebulización
681	D08AG02	['KLONAL S.R.L.']	['solución cutánea']	KLOPOXONA 10 g/100 ml Sol. tópica	['Argentina']	Povidona iodada tópica	['vía tópica']	KLOPOXONA	10 g/100 ml Sol. tópica
682	M01AC56	['LABORATORIOS TEMIS LOSTALO S.A.']	['comprimido recubierto']	MIO-VIROBRON 15 mg/4 mg Comp. recub.	['Argentina']	Meloxicam, combinaciones	['oral']	MIO-VIROBRON	15 mg/4 mg Comp. recub.
683	A02BC05	['IVAX ARGENTINA S.A.']	['cápsula gastrorresistente']	ESOMEPRAZOL TEVA 20 mg Cáps. gastrorr.	['Argentina']	Esomeprazol	['oral']	ESOMEPRAZOL TEVA	20 mg Cáps. gastrorr.
684	C09DA03 P1	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['comprimido recubierto']	SIMULTAN D 12,5 mg/80 mg Comp. recub.	['Argentina']	Valsartán + hidroclorotiazida	['oral']	SIMULTAN D	12,5 mg/80 mg Comp. recub.
685	L01EA02	['BRISTOL MYERS SQUIBB ARGENTINA S.R.L.']	['comprimido recubierto']	SPRYCEL 20 mg Comp. recub.	['Argentina']	Dasatinib	['oral']	SPRYCEL	20 mg Comp. recub.
686	M04AA01	['QUIMICA ARISTON S.A.I.C.I.F.']	['comprimido']	ALLOPURINOL HOUDE 300 mg Comp.	['Argentina']	Alopurinol	['oral']	ALLOPURINOL HOUDE	300 mg Comp.
687	N06AB03	['LABORATORIO VANNIER S.A.']	['comprimido']	EBURNATE 20 mg Comp.	['Argentina']	Fluoxetina	['oral']	EBURNATE	20 mg Comp.
688	S01CA01 P1	['LABORATORIOS POEN S.A.U.']	['pomada oftálmica']	GOTABIOTIC F 1 mg/3 mg/1 g Ung. oftálmico	['Argentina']	Dexametasona + tobramicina	['oftálmica']	GOTABIOTIC F	1 mg/3 mg/1 g Ung. oftálmico
689	P02CA03	['LAFEDAR S.A.']	['comprimido']	VERMIZOLE 200 mg Comp.	['Argentina']	Albendazol	['oral']	VERMIZOLE	200 mg Comp.
690	L04AA29	['FINADIET S.A.I.C.F.E.I.']	['comprimido recubierto']	ATEXA 5 mg Comp. recub.	['Argentina']	Tofacitinib	['oral']	ATEXA	5 mg Comp. recub.
691	C09DA03 P1	['GADOR S.A.']	['comprimido recubierto']	PALIAX D 320 mg/25 mg Comp. recub.	['Argentina']	Valsartán + hidroclorotiazida	['oral']	PALIAX D	320 mg/25 mg Comp. recub.
692	S01XA20 M2	['KLONAL S.R.L.']	['solución oftálmica']	RELENTE 9 mg/1 ml Sol. oftálmica	['Argentina']	Sodio cloruro oftálmico	['oftálmica']	RELENTE	9 mg/1 ml Sol. oftálmica
693	H02AB01	['LABORATORIOS MAR S.A.']	['suspensión inyectable']	METAMAR RETARD 3 mg/3,9 mg/1 ml Susp. iny.	['Argentina']	Betametasona	['intraarticular']	METAMAR RETARD	3 mg/3,9 mg/1 ml Susp. iny.
694	N06DA04	['JANSSEN CILAG FARMACEUTICA S.A.']	['cápsula dura de liberación prolongada']	REMINYL ER 16 mg Cáps. LP	['Argentina']	Galantamina	['oral']	REMINYL ER	16 mg Cáps. LP
695	L04AX04	['CELNOVA ARGENTINA S.A.']	['cápsula dura']	LENALINOVA 25 mg Cáps. dura	['Argentina']	Lenalidomida	['oral']	LENALINOVA	25 mg Cáps. dura
696	C07AB07	['GADOR S.A.']	['comprimido recubierto']	BISOPIL 5 mg Comp. recub.	['Argentina']	Bisoprolol	['oral']	BISOPIL	5 mg Comp. recub.
697	L01CD02	['GOBBI NOVAG S.A.']	['concentrado y disolvente para solución para perfusión']	TEXOT 20 mg/0,5 ml Concentr. y disolv. para sol. para perfus.	['Argentina']	Docetaxel	['intravenosa']	TEXOT	20 mg/0,5 ml Concentr. y disolv. para sol. para perfus.
698	N05BA12	['SIDUS S.A.']	['comprimido']	PTA 0,5 mg Comp.	['Argentina']	Alprazolam	['oral']	PTA	0,5 mg Comp.
699	J01MA12	['MEGALABS ARGENTINA S.A.U']	['comprimido recubierto']	BENUR 750 mg Comp. recub.	['Argentina']	Levofloxacino	['oral']	BENUR	750 mg Comp. recub.
700	N05CF02	['LABORATORIOS RICHMOND S.A.C.I.F.']	['comprimido recubierto']	ZOLODORM 10 mg Comp. recub.	['Argentina']	Zolpidem	['oral']	ZOLODORM	10 mg Comp. recub.
701	S01XA20	['DENVER FARMA S.A.']	['solución oftálmica']	ALIVIAMAX 10 mg/1 ml Sol. oftálmica	['Argentina']	Lágrimas artificiales y otros preparados inertes	['oftálmica']	ALIVIAMAX	10 mg/1 ml Sol. oftálmica
702	J01CA20 P4	['SIEGFRIED S.A.']	['polvo para suspensión oral']	QUOTAL MUC 15 mg/250 mg/5 ml Polvo para susp. oral	['Argentina']	Claritromicina + ambroxol	['oral']	QUOTAL MUC	15 mg/250 mg/5 ml Polvo para susp. oral
703	B03BB01	['CASA RUBIO S.A.']	['comprimido']	ACIDO FOLICO OMEGA 5 mg Comp.	['Argentina']	Fólico ácido	['oral']	ACIDO FOLICO OMEGA	5 mg Comp.
704	N01AH01	['GOBBI NOVAG S.A.']	['solución inyectable']	FENTANOVAG 0,05 mg/1 ml Sol. iny.	['Argentina']	Fentanilo	['intramuscular']	FENTANOVAG	0,05 mg/1 ml Sol. iny.
705	C03DA04	['IVAX ARGENTINA S.A.']	['comprimido']	SUFICARD 50 mg Comp.	['Argentina']	Eplerenona	['oral']	SUFICARD	50 mg Comp.
706	L04AA18	['EVEREX ARGENTINA S.A.']	['comprimido']	EVEROLIMUS ETHYPHARM 10 mg Comp.	['Argentina']	Everolimus	['oral']	EVEROLIMUS ETHYPHARM	10 mg Comp.
707	A02BC05	['SIDUS S.A.']	['cápsula gastrorresistente']	ESOMEPRA 20 mg Cáps. gastrorr.	['Argentina']	Esomeprazol	['oral']	ESOMEPRA	20 mg Cáps. gastrorr.
708	A11AA03	['BAYER S.A.']	['comprimido efervescente']	SUPRADYN FORTE Comp. efervescente	['Argentina']	Multivitaminas y otros minerales, incl. asociaciones	['oral']	SUPRADYN FORTE	Comp. efervescente
709	N02AA55	['SOUBEIRAN CHOBET S.R.L.']	['comprimido de liberación prolongada']	OXICALMANS NX 5 mg/2,5 mg Comp. LP	['Argentina']	Oxicodona + naloxona	['oral']	OXICALMANS NX	5 mg/2,5 mg Comp. LP
710	H05BX01	['MONTE VERDE S.A.']	['comprimido recubierto']	MIMPARA 60 60 mg Comp. recub.	['Argentina']	Cinacalcet	['oral']	MIMPARA	60 60 mg Comp. recub.
711	desoxirribonucleasa	['PRODUCTOS ROCHE S.A. QUIMICA E INDUSTRIAL']	['solución para pulverización']	PULMOZYME 1 mg/1 ml Sol. para nebulización	['Argentina']	Dornasa alfa	['inhalatoria']	PULMOZYME	1 mg/1 ml Sol. para nebulización
712	C10AA05	['LABORATORIOS RICHMOND S.A.C.I.F.']	['comprimido recubierto']	VASTINA 20 mg Comp. recub.	['Argentina']	Atorvastatina	['oral']	VASTINA	20 mg Comp. recub.
713	C03EA01 P1	['LABORATORIOS BAGO S.A.']	['comprimido recubierto']	DIUREX A 1,25 mg/12,5 mg Comp. recub.	['Argentina']	Amilorida + hidroclorotiazida	['oral']	DIUREX A	1,25 mg/12,5 mg Comp. recub.
714	A10BH01	['LABORATORIO ELEA PHOENIX S.A.']	['comprimido recubierto']	ESLIPEL 100 mg Comp. recub.	['Argentina']	Sitagliptina	['oral']	ESLIPEL	100 mg Comp. recub.
715	J07BG01	['SANOFI PASTEUR S.A.']	['polvo y disolvente para suspensión inyectable']	VERORAB 2,5 UI/0,5 ml Polvo y disolv. para susp. iny.	['Argentina']	Rabia, virus entero inactivado	['intramuscular']	VERORAB	2,5 UI/0,5 ml Polvo y disolv. para susp. iny.
716	C10BA06	['SERVIER ARGENTINA S.A.']	['cápsula dura']	COMBICOL 10 mg + 10 mg Cáps.	['Argentina']	Rosuvastatina y ezetimiba	['oral']	COMBICOL	10 mg + 10 mg Cáps.
717	Rh) inmunoglobulina	['GRIFOLS ARGENTINA S.A.']	['solución inyectable en jeringa precargada']	IGANTID 1500 UI/2 ml Sol. iny. en jeringa precargada	['Argentina']	Anti-D	['intramuscular']	IGANTID	1500 UI/2 ml Sol. iny. en jeringa precargada
718	N03AA02	['KLONAL S.R.L.']	['comprimido']	FENOBARBITAL KLONAL 100 mg Comp.	['Argentina']	Fenobarbital	['oral']	FENOBARBITAL KLONAL	100 mg Comp.
719	M01AX21	['LABORATORIOS CASASCO S.A.I.C.']	['cápsula dura']	COMINAR 50 mg Cáps. dura	['Argentina']	Diacereína	['oral']	COMINAR	50 mg Cáps. dura
720	G02CX M9	['GRAMON MILLET S.A.']	['comprimido recubierto']	SNELLA 100 mg Comp. recub.	['Argentina']	Isoflavonas de soja	['oral']	SNELLA	100 mg Comp. recub.
721	B05AX	['TERUMO BCT LATIN AMERICA S.A.']	['solución inyectable']	BOLSA PARA FRACCIONAR SANGRE CON SOLUCION CPD-SAGM Sol. iny.	['Argentina']	Otros productos de origen sanguíneo	['intravenosa']	BOLSA PARA FRACCIONAR SANGRE CON SOLUCION CPD-SAGM	Sol. iny.
722	J01MA02	['HLB PHARMA GROUP S.A.']	['comprimido']	XIPROMOX 500 mg Comp.	['Argentina']	Ciprofloxacino	['oral']	XIPROMOX	500 mg Comp.
723	R03BA02	['LABORATORIO PABLO CASSARA S.R.L.']	['aerosol']	AEROVENT 200 mcg/1 pulsación Aerosol	['Argentina']	Budesónida inhalatoria	['inhalatoria']	AEROVENT	200 mcg/1 pulsación Aerosol
724	R03DC03	['ORGANON ARGENTINA S.R.L.']	['comprimido masticable']	SINGULAIR 4 mg Comp. masticable	['Argentina']	Montelukast	['oral']	SINGULAIR	4 mg Comp. masticable
725	N05AX12	['CELNOVA ARGENTINA S.A.']	['comprimido']	ARINOVA 10 mg Comp.	['Argentina']	Aripiprazol	['oral']	ARINOVA	10 mg Comp.
726	C09DA01 P1	['KLONAL S.R.L.']	['comprimido recubierto']	KLOSARTAN D 12,5 mg/50 mg Comp. recub.	['Argentina']	Losartán + hidroclorotiazida	['oral']	KLOSARTAN D	12,5 mg/50 mg Comp. recub.
727	V03AF04	['LABORATORIOS RICHET S.A.']	['liofilizado para solución inyectable']	LEUCOVORINA RICHET 50 mg/5 ml Polvo liof. para sol. iny.	['Argentina']	Levofolinato cálcico	['intravenosa']	LEUCOVORINA RICHET	50 mg/5 ml Polvo liof. para sol. iny.
728	M04AA01	['GADOR S.A.']	['comprimido']	ALLOPURINOL GADOR 300 mg Comp.	['Argentina']	Alopurinol	['oral']	ALLOPURINOL GADOR	300 mg Comp.
729	A11EX	['LABORATORIOS CETUS S.R.L.']	['comprimido']	TUAPLEX 100 mg/100 mg/10 mg Comp.	['Argentina']	Vitaminas del complejo B, otras combinaciones	['oral']	TUAPLEX	100 mg/100 mg/10 mg Comp.
730	V03AE07	['QUIMICA ARISTON S.A.I.C.I.F.']	['cápsula dura']	ROYEN 500 mg Cáps. dura	['Argentina']	Acetato de calcio	['oral']	ROYEN	500 mg Cáps. dura
731	C09DA03 P1	['LABORATORIOS TEMIS LOSTALO S.A.']	['comprimido recubierto']	NICORVAS DIUR 25 mg/160 mg Comp. recub.	['Argentina']	Valsartán + hidroclorotiazida	['oral']	NICORVAS DIUR	25 mg/160 mg Comp. recub.
732	N03AX14	['BALIARDA S.A.']	['comprimido recubierto']	LEVECOM 500 500 mg Comp. recub.	['Argentina']	Levetiracetam	['oral']	LEVECOM	500 500 mg Comp. recub.
733	C09AA02	['ROEMMERS S.A.I.C.F.']	['preparación inyectable']	LOTRIAL 1,5 mg/1 ml Iny.	['Argentina']	Enalapril	['intravenosa']	LOTRIAL	1,5 mg/1 ml Iny.
734	C04AE51 P1	['BALIARDA S.A.']	['comprimido recubierto']	REAGIN VASCULAR 250 250 mg/4,5 mg Comp. recub.	['Argentina']	Dihidroergotoxina mesilato + citicolina	['oral']	REAGIN VASCULAR	250 250 mg/4,5 mg Comp. recub.
735	L04AB01	['PFIZER S.R.L.']	['solución inyectable en jeringa precargada']	ENBREL 25 mg/0,5 ml Sol. iny. en jeringa precargada	['Argentina']	Etanercept	['subcutánea']	ENBREL	25 mg/0,5 ml Sol. iny. en jeringa precargada
736	A10AE54	['SANOFI-AVENTIS ARGENTINA S.A.']	['solución inyectable en pluma precargada']	SOLIQUA 100 U/50 mcg/1 ml Sol. iny. en pluma precargada	['Argentina']	Insulina glargina y lixisenatida	['subcutánea']	SOLIQUA	100 U/50 mcg/1 ml Sol. iny. en pluma precargada
737	A07AA11	['LABORATORIOS BERNABO S.A.']	['comprimido recubierto']	ROCIAMIN 550 mg Comp. recub.	['Argentina']	Rifaximina, antiinfeccioso intestinal	['oral']	ROCIAMIN	550 mg Comp. recub.
738	B01AF01	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['comprimido recubierto']	ANTITROM 15 mg Comp. recub.	['Argentina']	Rivaroxaban	['oral']	ANTITROM	15 mg Comp. recub.
739	J01FA09	['LABORATORIOS MAR S.A.']	['granulado para suspensión oral']	TUCLARIT 125 mg/5 ml Granul. para susp. oral	['Argentina']	Claritromicina	['oral']	TUCLARIT	125 mg/5 ml Granul. para susp. oral
740	J01DD04	['INVESTI FARMA S.A.']	['polvo y disolvente para solución inyectable']	ACANTEX 1000 mg/3,5 ml Polvo y disolv. para sol. iny.	['Argentina']	Ceftriaxona	['intramuscular']	ACANTEX	1000 mg/3,5 ml Polvo y disolv. para sol. iny.
741	G01AF01	['LABOPHARMA PHARMACEUTICAL GROUP S.A.']	['óvulo']	TAREMIS 500 mg Óvulo	['Argentina']	Metronidazol, ginecología	['vaginal']	TAREMIS	500 mg Óvulo
742	S02CA06	['LABORATORIOS DALLAS S.A.']	['gotas óticas en suspensión']	SINCERUM BIOTIC L Gotas óticas en susp.	['Argentina']	Dexametasona y antiinfecciosos otológicos	['ótica']	SINCERUM BIOTIC L Gotas óticas en	susp.
743	N02BB02	['HLB PHARMA GROUP S.A.']	['solución inyectable']	DIPIRONA HLB 2,5 g/5 ml Sol. iny.	['Argentina']	Metamizol sódico	['intramuscular']	DIPIRONA HLB	2,5 g/5 ml Sol. iny.
744	J01XD01	['SANOFI-AVENTIS ARGENTINA S.A.']	['comprimido recubierto']	FLAGYL 500 mg Comp. recub.	['Argentina']	Metronidazol	['oral']	FLAGYL	500 mg Comp. recub.
745	M01AB05	['KLONAL S.R.L.']	['comprimido recubierto gastrorresistente']	KLONAFENAC 75 75 mg Comp. recub. gastrorr.	['Argentina']	Diclofenaco	['oral']	KLONAFENAC	75 75 mg Comp. recub. gastrorr.
746	S01GA51	['KLONAL S.R.L.']	['colirio']	MIRA KLONAL 3 mg/0,25 mg/1 ml Colirio	['Argentina']	Nafazolina, asociaciones	['oftálmica']	MIRA KLONAL	3 mg/0,25 mg/1 ml Colirio
747	D11AX	['LABORATORIO PABLO CASSARA S.R.L.']	['gel']	NEOQUIN 10 g/2 g/100 g Gel	['Argentina']	Otros dermatológicos	['cutáneo']	NEOQUIN	10 g/2 g/100 g Gel
748	J01AA04	['GALDERMA ARGENTINA S.A.']	['cápsula dura']	TETRALYSAL 300 mg Cáps. dura	['Argentina']	Limeciclina	['oral']	TETRALYSAL	300 mg Cáps. dura
749	J01CA20 P3	['LABORATORIOS TEMIS LOSTALO S.A.']	['comprimido recubierto']	ASEPTOBRON RESPIRATORIO 30 mg/500 mg Comp. recub.	['Argentina']	Amoxicilina + ambroxol	['oral']	ASEPTOBRON RESPIRATORIO	30 mg/500 mg Comp. recub.
750	A16AA	['PANALAB S.A. ARGENTINA']	['polvo para suspensión oral']	VALCATIL 8700 mg/300 mg/450 mg/1 sobre Polvo para susp. oral	['Argentina']	Aminoácidos y derivados	['oral']	VALCATIL	8700 mg/300 mg/450 mg/1 sobre Polvo para susp. oral
751	C10AA05	['DENVER FARMA S.A.']	['comprimido recubierto']	LIPOSTOP 10 mg Comp. recub.	['Argentina']	Atorvastatina	['oral']	LIPOSTOP	10 mg Comp. recub.
752	C07AB03	['LABORATORIO VANNIER S.A.']	['comprimido']	ATENOLOL VANNIER 50 mg Comp.	['Argentina']	Atenolol	['oral']	ATENOLOL VANNIER	50 mg Comp.
753	D07AD01	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['crema']	SALVICUTAN 0,05 g/100 g Crema	['Argentina']	Clobetasol	['vía tópica']	SALVICUTAN	0,05 g/100 g Crema
754	C09DB P1	['ASTRAZENECA S.A.']	['comprimido + comprimido liberación prolongada']	ATACAND DUO 16 mg/5 mg Comp. + comp. LP	['Argentina']	Candesartán + felodipino	['oral']	ATACAND DUO	16 mg/5 mg Comp. + comp. LP
755	S01GA51	['LABORATORIOS MONSERRAT Y ECLAIR S.A.']	['colirio']	REFENAX 3 mg/0,25 mg/1 ml Colirio	['Argentina']	Nafazolina, asociaciones	['oftálmica']	REFENAX	3 mg/0,25 mg/1 ml Colirio
756	M05BA06	['LABORATORIOS BERNABO S.A.']	['comprimido recubierto']	IBANLEG 150 mg Comp. recub.	['Argentina']	Ibandrónico ácido	['oral']	IBANLEG	150 mg Comp. recub.
757	C08CA01	['LABORATORIO VANNIER S.A.']	['comprimido']	AMLODIPINA VANNIER 10 10 mg Comp.	['Argentina']	Amlodipino	['oral']	AMLODIPINA VANNIER	10 10 mg Comp.
758	C09DX04	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	NEPARVIS 49 mg/51 mg Comp. recub.	['Argentina']	Valsartán y sacubitril	['oral']	NEPARVIS	49 mg/51 mg Comp. recub.
759	H02AB02	['LAFEDAR S.A.']	['comprimido']	DEXALAF 0,5 mg Comp.	['Argentina']	Dexametasona	['oral']	DEXALAF	0,5 mg Comp.
760	A02BC01	['KILAB S.R.L.']	['liofilizado para solución inyectable']	OMEPRAZOL KILAB 40 mg/10 ml Polvo liof. para sol. iny.	['Argentina']	Omeprazol	['intravenosa']	OMEPRAZOL KILAB	40 mg/10 ml Polvo liof. para sol. iny.
761	L01EX03	['NOVARTIS ARGENTINA S.A.']	['comprimido recubierto']	VOTRIENT 400 mg Comp. recub.	['Argentina']	Pazopanib	['oral']	VOTRIENT	400 mg Comp. recub.
762	N05AX12	['QUIMICA MONTPELLIER S.A.']	['comprimido']	IBARAL 10 mg Comp.	['Argentina']	Aripiprazol	['oral']	IBARAL	10 mg Comp.
763	N06AB10	['ROEMMERS S.A.I.C.F.']	['comprimido recubierto']	MERIDIAN 20 20 mg Comp. recub.	['Argentina']	Escitalopram	['oral']	MERIDIAN	20 20 mg Comp. recub.
764	M01AB05	['BALIARDA S.A.']	['comprimido recubierto gastrorresistente']	XEDENOL 50 mg Comp. recub. gastrorr.	['Argentina']	Diclofenaco	['oral']	XEDENOL	50 mg Comp. recub. gastrorr.
765	L01BC07	['LABORATORIO LKM S.A.']	['polvo para suspensión inyectable']	MIELOZITIDINA 100 mg Polvo para susp. iny.	['Argentina']	Azacitidina	['intravenosa']	MIELOZITIDINA	100 mg Polvo para susp. iny.
766	C10AA05	['LABORATORIOS RICHET S.A.']	['comprimido recubierto']	ATORVASTATIN RICHET 40 mg Comp. recub.	['Argentina']	Atorvastatina	['oral']	ATORVASTATIN RICHET	40 mg Comp. recub.
767	N06BX06	['BALIARDA S.A.']	['comprimido recubierto']	REAGIN 500 mg Comp. recub.	['Argentina']	Citicolina	['oral']	REAGIN	500 mg Comp. recub.
768	L01DB01	['MR PHARMA S.A.']	['polvo para concentrado para dispersión para perfusión']	DOXORRUBICINA LIPOSOMAL MRP 20 mg/10 ml Polvo para disper. para perfus.	['Argentina']	Doxorubicina	['intravenosa']	DOXORRUBICINA LIPOSOMAL MRP	20 mg/10 ml Polvo para disper. para perfus.
769	A10BH08	['CRAVERI S.A.I.C.']	['comprimido recubierto']	VERIGLIP 20 mg Comp. recub.	['Argentina']	Teneligliptina	['oral']	VERIGLIP	20 mg Comp. recub.
770	R01AD09	['FORTBENTON CO. LABORATORIES S.A.']	['solución para pulverización nasal']	METASON 50 mg/1000 g Spray nasal	['Argentina']	Mometasona nasal	['nasal']	METASON	50 mg/1000 g Spray nasal
771	L01CD02	['TUTEUR S.A.C.I.F.I.A.']	['concentrado y disolvente para solución para perfusión']	DOCETAXEL TUTEUR 20 mg/0,5 ml Concentr. y disolv. para sol. para perfus.	['Argentina']	Docetaxel	['intravenosa']	DOCETAXEL TUTEUR	20 mg/0,5 ml Concentr. y disolv. para sol. para perfus.
772	R06AX26	['LABORATORIOS CASASCO S.A.I.C.']	['comprimido recubierto']	ALERCAS 60 mg Comp. recub.	['Argentina']	Fexofenadina	['oral']	ALERCAS	60 mg Comp. recub.
773	R05CB02	['LABORATORIO VANNIER S.A.']	['jarabe']	LISI-TOS 80 mg/100 ml Jarabe	['Argentina']	Bromhexina	['oral']	LISI-TOS	80 mg/100 ml Jarabe
774	J01FA10	['LABORATORIOS BETA S.A.']	['comprimido recubierto']	TRIAMID 500 mg Comp. recub.	['Argentina']	Azitromicina	['oral']	TRIAMID	500 mg Comp. recub.
775	L02BX03	['EVEREX ARGENTINA S.A.']	['comprimido']	BIRAT 250 mg Comp.	['Argentina']	Abiraterona	['oral']	BIRAT	250 mg Comp.
776	J05AF04	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['cápsula dura']	STAVUDINA MICROSULES 40 mg Cáps. dura	['Argentina']	Estavudina	['oral']	STAVUDINA MICROSULES	40 mg Cáps. dura
777	D06BB03	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['crema dérmica']	DIOXIS 5 g/100 g Crema dérmica	['Argentina']	Aciclovir tópico	['vía tópica']	DIOXIS	5 g/100 g Crema dérmica
778	M05BA08	['MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA']	['polvo y disolvente para solución inyectable']	ACIDO ZOLEDRONICO MICROSULES 4 mg/5 ml Polvo y disolv. para sol. iny.	['Argentina']	Zoledrónico ácido	['intravenosa']	ACIDO ZOLEDRONICO MICROSULES	4 mg/5 ml Polvo y disolv. para sol. iny.
779	G01AX	['LABORATORIOS MONSERRAT Y ECLAIR S.A.']	['óvulo']	MICOCLIN OVULOS Óvulo	['Argentina']	Otros antiinfecciosos y antisépticos ginecología	['vaginal']	MICOCLIN OVULOS	Óvulo
780	J01MA06	['DR LAZAR Y CIA. S.A. QUIMICA E INDUSTRIAL']	['comprimido recubierto']	UROXACIN 400 mg Comp. recub.	['Argentina']	Norfloxacino	['oral']	UROXACIN	400 mg Comp. recub.
781	N03AE01	['SAVANT PHARM S.A.']	['comprimido']	TECEPIN 0,5 mg Comp.	['Argentina']	Clonazepam	['oral']	TECEPIN	0,5 mg Comp.
782	N07XX06	['TUTEUR S.A.C.I.F.I.A.']	['comprimido']	FEINARDON 25 mg Comp.	['Argentina']	Tetrabenazina	['oral']	FEINARDON	25 mg Comp.
783	J01MA02	['HLB PHARMA GROUP S.A.']	['comprimido']	CIPROFLOXAXINA HLB 500 mg Comp.	['Argentina']	Ciprofloxacino	['oral']	CIPROFLOXAXINA HLB	500 mg Comp.
784	H01CC01	['ORGANON ARGENTINA S.R.L.']	['solución inyectable']	ORGALUTRAN 0,25 mg/0,5 ml Sol. iny.	['Argentina']	Ganirelix	['subcutánea']	ORGALUTRAN	0,25 mg/0,5 ml Sol. iny.
785	G03AA12	['SIEGFRIED S.A.']	['comprimido recubierto']	ISIS MINI 24 3 mg/0,02 mg Comp. recub.	['Argentina']	Drospirenona y etinilestradiol	['oral']	ISIS MINI	24 3 mg/0,02 mg Comp. recub.
786	N02BF02	['DENVER FARMA S.A.']	['cápsula dura']	GAVANEURAL 150 mg Cáps. dura	['Argentina']	Pregabalina	['oral']	GAVANEURAL	150 mg Cáps. dura
787	H02AB09	['LABORATORIO INTERNACIONAL ARGENTINO S.A.']	['polvo para solución inyectable']	FRIDALIT 500 mg Polvo para sol. iny.	['Argentina']	Hidrocortisona	['intramuscular']	FRIDALIT	500 mg Polvo para sol. iny.
788	G04CA P1	['IVAX ARGENTINA S.A.']	['comprimido']	PROSTENE PLUS 5 mg/0,4 mg Comp.	['Argentina']	Tamsulosina + finasterida	['oral']	PROSTENE PLUS	5 mg/0,4 mg Comp.
789	J01MA02	['BIOSINTEX S.A.']	['comprimido recubierto']	CIAPAR 500 mg Comp. recub.	['Argentina']	Ciprofloxacino	['oral']	CIAPAR	500 mg Comp. recub.
790	J01FA09	['LABORATORIOS FABRA S.A.']	['comprimido recubierto']	CLARITROMICINA FABRA 500 mg Comp. recub.	['Argentina']	Claritromicina	['oral']	CLARITROMICINA FABRA	500 mg Comp. recub.
791	C02KX01	['LABORATORIO ECZANE PHARMA S.A.']	['comprimido recubierto']	ENDOTAN 125 mg Comp. recub.	['Argentina']	Bosentán	['oral']	ENDOTAN	125 mg Comp. recub.
792	C10AA07	['SIDUS S.A.']	['comprimido recubierto']	PARASUL 20 mg Comp. recub.	['Argentina']	Rosuvastatina	['oral']	PARASUL	20 mg Comp. recub.
793	C05CA54 P1	['CRAVERI S.A.I.C.']	['comprimido de liberación prolongada']	ESBERIVEN DEPOT 15 mg/90 mg Gragea LP	['Argentina']	Troxerutina + cumarina	['oral']	ESBERIVEN DEPOT	15 mg/90 mg Gragea LP
794	M03BA52	['LABORATORIOS BERNABO S.A.']	['comprimido recubierto']	SOLOCALM PLUS Comp. recub.	['Argentina']	Carisoprodol, asociaciones excl. psicolépticos	['oral']	SOLOCALM PLUS	Comp. recub.
